id|title|description|google product category|product type|link|mobile link|image link|condition|availability|price|sale_price|sale price effective date|brand|gtin|mpn|identifier exists|tax|shipping|shipping label|shipping weight|multipack|expiration date
wpd005c|DUMBO Boyfriend Jean|Straight leg boyfriend-fit. Distressed denim. 5 pockets. Contrast stitch detailing. Large to size, choose size down. Machine wash.||Pants & Denim,VIP|http://localhost/magento/mage19/prepareGoogleDataFeed.php/dumbo-boyfriend-jean.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/dumbo-boyfriend-jean.html|http://localhost/magento/mage19/media/catalog/product/w/p/wpd005t.jpg|new|out of stock|210 USD||||wpd005c||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
wpd010c|Park Avenue Pleat Front Trousers|Wide leg pant, front pleat detail. Sits on natural waist. Wool, unlined. Dry clean.||Pants & Denim,Women|http://localhost/magento/mage19/prepareGoogleDataFeed.php/park-avenue-pleat-front-trousers-663.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/park-avenue-pleat-front-trousers-663.html|http://localhost/magento/mage19/media/catalog/product/w/p/wpd010t.jpg|new|out of stock|245 USD||||wpd010c||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
aws000c|Barclay d'Orsay pump, Nude|Leather. 3.5" heel. Peep toe and ankle strap. Leather insole and lining.||Shoes|http://localhost/magento/mage19/prepareGoogleDataFeed.php/barclay-d-orsay-pump-nude.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/barclay-d-orsay-pump-nude.html|http://localhost/magento/mage19/media/catalog/product/a/w/aws000a_2.jpg|new|out of stock|390 USD||||aws000c||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
aws005c|Ann Ankle Boot|Leather. Inside zipper. 3-button outside detail. 4.5" heel, 1" platform, 3.5" equiv. Leather insole and lining. Red sole. Made in Italy.||Shoes|http://localhost/magento/mage19/prepareGoogleDataFeed.php/borgha-ankle-boot-546.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/borgha-ankle-boot-546.html|http://localhost/magento/mage19/media/catalog/product/a/w/aws005a_2.jpg|new|out of stock|470 USD||||aws005c||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
aws010c|Hana Flat, Charcoal|Suede. Square toe. 1/4" flat heel. Padded leather insole and lining. Rubber outsole provides traction.||Shoes|http://localhost/magento/mage19/prepareGoogleDataFeed.php/hana-flat-charcoal-547.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/hana-flat-charcoal-547.html|http://localhost/magento/mage19/media/catalog/product/a/w/aws010.jpg|new|out of stock|210 USD||||aws010c||true|US:FL:0:n|US:::0.00 USD|Free Shipping|||2015-09-09
ams000c|Dorian Perforated Oxford|Polished leather upper. Perforated detail on toe. Oxford lace-up front. Leather lining and footbed. 1" rubber heel. Imported.||Shoes|http://localhost/magento/mage19/prepareGoogleDataFeed.php/dorian-preforated-oxford-548.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/dorian-preforated-oxford-548.html|http://localhost/magento/mage19/media/catalog/product/a/m/ams000a_2.jpg|new|out of stock|410 USD||||ams000c||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
ams005c|Wingtip Cognac Oxford|Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.||Shoes|http://localhost/magento/mage19/prepareGoogleDataFeed.php/wingtip-cognac-oxford-549.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/wingtip-cognac-oxford-549.html|http://localhost/magento/mage19/media/catalog/product/a/m/ams005a_2.jpg|new|out of stock|375 USD||||ams005c||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
ams010c|Suede Loafer, Navy|Suede loafer. Contrast stitching. Leather lined. Imported.||Shoes|http://localhost/magento/mage19/prepareGoogleDataFeed.php/suede-loafer-navy-550.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/suede-loafer-navy-550.html|http://localhost/magento/mage19/media/catalog/product/a/m/ams010a_2.jpg|new|out of stock|310 USD||||ams010c||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
abl006c|Classic Hardshell Suitcase|Water resistant hard polycarbonate shell. All direction spinner wheels. Zip closure. Locking, retractable metal handle. Cross strap and self repairing zipper interior. Padded side handle for lateral carry. 21" x 17" x 10".||Bags & Luggage|http://localhost/magento/mage19/prepareGoogleDataFeed.php/classic-hardshell-suitcase-583.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/classic-hardshell-suitcase-583.html|http://localhost/magento/mage19/media/catalog/product/a/b/abl0006a_1.jpg|new|out of stock|600 USD||||abl006c||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
hdd001c|Modern Murray Ceramic Vase|Ceramic. 5.5" diameter, 12" high. ||Decorative Accents,VIP|http://localhost/magento/mage19/prepareGoogleDataFeed.php/modern-murray-ceramic-vase-480.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/modern-murray-ceramic-vase-480.html|http://localhost/magento/mage19/media/catalog/product/h/d/hdd001_2.jpg|new|out of stock|135 USD||||hdd001c||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
abl008|Luggage Set|Water resistant hard polycarbonate shell. All direction spinner wheels. Zip closure. Locking, retractable metal handle. Cross strap and self repairing zipper interior. Padded side handle for lateral carry. 21" x 17" x 10" and/or 29" x 20" x 13".||Bags & Luggage|http://localhost/magento/mage19/prepareGoogleDataFeed.php/luggage-set.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/luggage-set.html|http://localhost/magento/mage19/media/catalog/product/a/b/abl0008.jpg|new|out of stock|0 USD||||abl008||true|US:FL:0:n|US:::0.00 USD|Free Shipping|||2015-09-09
hdd003|Vase Set|Ceramic. 5.5" diameter, 12" high. Domestic.||Decorative Accents|http://localhost/magento/mage19/prepareGoogleDataFeed.php/vase-set.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/vase-set.html|http://localhost/magento/mage19/media/catalog/product/h/d/hdd003.jpg|new|out of stock|0 USD||||hdd003||true|US:FL:0:n|US:::0.00 USD|Free Shipping|||2015-09-09
hde007|3-Year Warranty|3-Year coverage from date of purchase on hardware failures. Fixed or receive full replacement cost in 5 days or less - guaranteed. Free 2-way shipping for repairs. 100% parts and labor covered with no deductables. Fully transferable with gifts. Cancel anytime for a full refund within the first 30 days.||Electronics|http://localhost/magento/mage19/prepareGoogleDataFeed.php/3-year-warranty.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/3-year-warranty.html|http://localhost/magento/mage19/media/catalog/product/h/d/hde007_3.jpg|new|in stock|75 USD||||hde007||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
hde008|5-Year Warranty|5-Year coverage from date of purchase on hardware failures. Fixed or receive full replacement cost in 5 days or less - guaranteed. Free 2-way shipping for repairs. 100% parts and labor covered with no deductables. Fully transferable with gifts. Cancel anytime for a full refund within the first 30 days.||Electronics|http://localhost/magento/mage19/prepareGoogleDataFeed.php/5-year-warranty.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/5-year-warranty.html|http://localhost/magento/mage19/media/catalog/product/h/d/hde007_2.jpg|new|in stock|100 USD||||hde008||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
hde009|Camera Travel Set|Includes our Camera Case, and your choice between our Digital Camera or our DSLR, 16GB or 8GB memory card, and 3-year or 5-year warranty.  ||Electronics|http://localhost/magento/mage19/prepareGoogleDataFeed.php/camera-travel-set.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/camera-travel-set.html|http://localhost/magento/mage19/media/catalog/product/h/d/hde001t_1.jpg|new|out of stock|0 USD||||hde009||true|US:FL:0:n|US:::0.00 USD|Free Shipping|||2015-09-09
hde014|MP3 Player with Audio|Includes a choice between our Compact MP3 player or our Digital Media Player and Earbuds or Headphones.  ||Electronics|http://localhost/magento/mage19/prepareGoogleDataFeed.php/mp3-player-with-audio.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/mp3-player-with-audio.html|http://localhost/magento/mage19/media/catalog/product/h/d/hde012_2.jpg|new|out of stock|0 USD||||hde014||true|US:FL:0:n|US:::0.00 USD|Free Shipping|||2015-09-09
hdb010|Pillow and Throw Set|Includes a choice between Titian Raw Silk Pillow or Shay Printed Pillow and our Carnegia Alpaca Throw or Park Row Throw or Gramercy Throw.  ||Bed & Bath,Home & Decor|http://localhost/magento/mage19/prepareGoogleDataFeed.php/pillow-and-throw-set.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/pillow-and-throw-set.html|http://localhost/magento/mage19/media/catalog/product/h/d/hdb010.jpg|new|out of stock|0 USD||||hdb010||true|US:FL:0:n|US:::0.00 USD|Free Shipping|||2015-09-09
hbm000|A Tale of Two Cities|Novel by Charles Dickens, published both serially and in book form in 1859. The story is set in the late 18th century against the background of the French Revolution.While political events drive the story, Dickens takes a decidedly antipolitical tone, lambasting both aristocratic tyranny and revolutionary excess--the latter memorably caricatured in Madame Defarge, who knits beside the guillotine. The book is perhaps best known for its opening lines, "It was the best of times, it was the worst of times," and for Carton's last speech, in which he says of his replacing Darnay in a prison cell, "It is a far, far better thing that I do, than I have ever done; it is a far, far better rest that I go to, than I have ever known."||Books & Music,VIP|http://localhost/magento/mage19/prepareGoogleDataFeed.php/a-tale-of-two-cities.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/a-tale-of-two-cities.html|http://localhost/magento/mage19/media/catalog/product/t/a/tale_two_cities_1_1.jpg|new|in stock|10 USD||||hbm000||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
hbm003 |Alice in Wonderland|After a tumble down the rabbit hole, Alice finds herself far away from home in the absurd world of Wonderland. As mind-bending as it is delightful, Lewis Carroll’s 1865 novel is pure magic for young and old alike. 96pp. Downloadable as pdf.||Books & Music|http://localhost/magento/mage19/prepareGoogleDataFeed.php/alice-in-wonderland.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/alice-in-wonderland.html|http://localhost/magento/mage19/media/catalog/product/a/l/alice_wonderland.jpeg|new|in stock|5 USD||||hbm003 ||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
mpd000c|Khaki Bowery Chino Pants|Straight leg chino. Back pockets with button closure. 14" leg opening. Zip fly. 100% cotton.||Pants & Denim,New Arrivals,Men|http://localhost/magento/mage19/prepareGoogleDataFeed.php/khaki-bowery-chino-pants.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/khaki-bowery-chino-pants.html|http://localhost/magento/mage19/media/catalog/product/m/p/mpd000t.jpg|new|out of stock|140 USD||||mpd000c||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
acj001c|Pearl Strand Necklace|AA& quality 6.0-6.5mm pearls. Double knotted on silk thread. 24" strand. 14K gold hook-and-eye clasp. Made in Indonesia.||Jewelry|http://localhost/magento/mage19/prepareGoogleDataFeed.php/pearl-strand-necklace.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/pearl-strand-necklace.html|http://localhost/magento/mage19/media/catalog/product/a/c/acj001_1_2.jpg|new|out of stock|250 USD||||acj001c||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
acj0006s|Blue Horizons Bracelets|Set of 3. Glass beads on metal band. 2.75" diameter. Made in India.||Jewelry|http://localhost/magento/mage19/prepareGoogleDataFeed.php/blue-horizons-bracelets.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/blue-horizons-bracelets.html|http://localhost/magento/mage19/media/catalog/product/a/c/acj006_2.jpg|new|in stock|55 USD||||acj0006s||true|US:FL:6:n|US:::0.00 USD|Free Shipping|0.2500||2015-09-09
acj003|Pearl Stud Earrings|AA& quality 6.5mm pearl. 14K gold post. Made in Indonesia.||Jewelry|http://localhost/magento/mage19/prepareGoogleDataFeed.php/pearl-stud-earrings.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/pearl-stud-earrings.html|http://localhost/magento/mage19/media/catalog/product/a/c/acj003_2.jpg|new|in stock|110 USD||||acj003||true|US:FL:6:n|US:::0.00 USD|Free Shipping|0.2500||2015-09-09
acj004|Swing Time Earrings|Carved horn. Sterling silver hook. 2.25". Made in Haiti.||Jewelry|http://localhost/magento/mage19/prepareGoogleDataFeed.php/swing-time-earrings.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/swing-time-earrings.html|http://localhost/magento/mage19/media/catalog/product/a/c/acj004_2.jpg|new|in stock|75 USD||||acj004||true|US:FL:6:n|US:::0.00 USD|Free Shipping|0.5000||2015-09-09
acj000|Silver Desert Necklace|Traditional Tuareg design on hand-hammered and chiseled silver. The Tuareg of Saharan Africa are known for their decorative jewelry craft. 16". Silver, stone beads. Made in Niger.||Jewelry|http://localhost/magento/mage19/prepareGoogleDataFeed.php/silver-desert-necklace.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/silver-desert-necklace.html|http://localhost/magento/mage19/media/catalog/product/a/c/acj000_2.jpg|new|in stock|210 USD||||acj000||true|US:FL:6:n|US:::0.00 USD|Free Shipping|1.0000||2015-09-09
acj005|Swiss Movement Sports Watch|Swiss quartz movement. Date function. 3-hands. Notch markers. Round, stainless steel case (42 mm x 15 x 13) and link strap (19mm x 8.25"); Traditional clasp. Pull-out crown. Water resistant 125 feet.||Jewelry|http://localhost/magento/mage19/prepareGoogleDataFeed.php/swiss-movement-sports-watch.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/swiss-movement-sports-watch.html|http://localhost/magento/mage19/media/catalog/product/a/c/acj005_2.jpg|new|in stock|500 USD||||acj005||true|US:FL:6:n|US:::0.00 USD|Free Shipping|1.2500||2015-09-09
acj007|Pearl Necklace Set|AA& quality 6.0-6.5mm pearls. Double knotted on silk thread. 24" strand. 14K gold hook-and-eye clasp. Made in Indonesia.||Jewelry|http://localhost/magento/mage19/prepareGoogleDataFeed.php/pearl-necklace-set-test.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/pearl-necklace-set-test.html|http://localhost/magento/mage19/media/catalog/product/a/c/acj007_1_2.jpg|new|out of stock|0 USD||||acj007||true|US:FL:0:n|US:::0.00 USD|Free Shipping|||2015-09-09
hbm001|Around the World in 80 Days|For a bet, Phileas Fogg sets out with his servant Passeportout to achieve an incredible journey - from London to Paris, Brindisi, Suez, Bombay, Calcutta, Singapore, Hong Kong, San Francisco, New York and back to London again, all in just eighty days. There are many alarms and surprises along the way - and a last minute setback that makes all the difference between winning and losing.||Books & Music|http://localhost/magento/mage19/prepareGoogleDataFeed.php/around-the-world-in-80-days.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/around-the-world-in-80-days.html|http://localhost/magento/mage19/media/catalog/product/8/0/80_days.jpg|new|in stock|5 USD||||hbm001||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
hbm005|Falling by I Am Not Lefthanded|Falling by  I Am Not Lefthanded. Album: Yes Means No. Running time 3:16. Downloadable as mp3.||Books & Music|http://localhost/magento/mage19/prepareGoogleDataFeed.php/falling-by-i-am-not-lefthanded.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/falling-by-i-am-not-lefthanded.html|http://localhost/magento/mage19/media/catalog/product/l/e/lefthanded.png|new|in stock|2 USD||||hbm005||true|US:FL:0:n|US:::0.00 USD|Free Shipping|||2015-09-09
hbm006|If You Were by Keshco|If You Were by Keshco. Album: Trolley Crash. Duration: 3:31. Downloadable as mp3.||Books & Music|http://localhost/magento/mage19/prepareGoogleDataFeed.php/if-you-were-by-keshco.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/if-you-were-by-keshco.html|http://localhost/magento/mage19/media/catalog/product/k/e/keshco.jpg|new|in stock|2 USD||||hbm006||true|US:FL:0:n|US:::0.00 USD|Free Shipping|||2015-09-09
hbm007|Can't Stop It by Shearer|Can't Stop It by Shearer. Album: Eve. Duration: 2:49. Downloadable as mp3.||Books & Music|http://localhost/magento/mage19/prepareGoogleDataFeed.php/can-t-stop-it-by-shearer.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/can-t-stop-it-by-shearer.html|http://localhost/magento/mage19/media/catalog/product/s/h/shearer_2.jpg|new|in stock|2 USD||||hbm007||true|US:FL:0:n|US:::0.00 USD|Free Shipping|||2015-09-09
hbm008|Love is an Eternal Lie by The Sleeping Tree|Love is an Eternal Lie by The Sleeping Tree. Album: Music to Accompany the World Traveller. Duration: 3:11. Downloadable as mp3.||Books & Music|http://localhost/magento/mage19/prepareGoogleDataFeed.php/love-is-an-eternal-lie-by-the-sleeping-tree.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/love-is-an-eternal-lie-by-the-sleeping-tree.html|http://localhost/magento/mage19/media/catalog/product/s/l/sleepingtree_1.jpg|new|in stock|2 USD||||hbm008||true|US:FL:0:n|US:::0.00 USD|Free Shipping|||2015-09-09
hbm010|Fire [Kalima remix] by Unannounced Guest|Fire [Kalima remix] by Unannounced Guest. Duration: 2:48. Downloadable as mp3.||Books & Music|http://localhost/magento/mage19/prepareGoogleDataFeed.php/fire-kalima-remix-by-unannounced-guest.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/fire-kalima-remix-by-unannounced-guest.html|http://localhost/magento/mage19/media/catalog/product/u/n/unannouncedguest.jpg|new|in stock|2 USD||||hbm010||true|US:FL:0:n|US:::0.00 USD|Free Shipping|||2015-09-09
shw004|Broadway Pump|Dyed mohair upper. 3.5" heel. Leather insole and lining. Imported.||Women,Shoes|http://localhost/magento/mage19/prepareGoogleDataFeed.php/broadway-pump.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/broadway-pump.html|http://localhost/magento/mage19/media/catalog/product/s/h/shw004a_5.jpg|new|out of stock|410 USD||||shw004||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
shw005|Ellis Flat|Suede upper. Rubber 0.5" heel. Domestic.||Shoes|http://localhost/magento/mage19/prepareGoogleDataFeed.php/ellis-flat.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/ellis-flat.html|http://localhost/magento/mage19/media/catalog/product/s/h/shw005a_5.jpg|new|out of stock|250 USD||||shw005||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
wbk002c|Black Nolita Cami|Silk cami. Tie front detail, with hook and eye. Ruched neckline. Loose through the chest and bodice. 100% Silk. Dry clean.||Tops & Blouses|http://localhost/magento/mage19/prepareGoogleDataFeed.php/black-nolita-cami.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/black-nolita-cami.html|http://localhost/magento/mage19/media/catalog/product/w/b/wbk002a_3.jpg|new|out of stock|150 USD||||wbk002c||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
ABC 456|My Configurable Product|Description||Women|http://localhost/magento/mage19/prepareGoogleDataFeed.php/my-configurable-product.html|http://localhost/magento/mage19/prepareGoogleDataFeed.php/my-configurable-product.html|http://localhost/magento/mage19/media/catalog/productno_selection|new|out of stock|50 USD||||ABC 456||true|US:FL:6:n|US:::0.00 USD|Free Shipping|||2015-09-09
